"","Chr","baseMean","logFC","lfcSE","stat","P.Value","adj.P.Val","DifExpressed","start_position","end_position","strand","percentage_gene_gc_content","transcript_length","cds_length","Description"
"MFF","2",2678.44941810921,-0.600479480462063,0.216685379417086,-2.77120441664055,0.0055849353159757,0.0481044321767052,"DOWN",227325151,227357833,"+",36.79,581,98,"mitochondrial fission factor"
"EXOC6B","2",8060.73986123549,-0.603349171209845,0.199834907413341,-3.01923812520838,0.0025341126650037,0.0310801465090159,"DOWN",72175984,72826041,"-",37.12,5910,2436,"exocyst complex component 6B"
"CEBPZ","2",1430.71560797957,-0.605398781087385,0.219052777321162,-2.76371196243628,0.00571479616616579,0.0487369746385352,"DOWN",37201612,37231596,"-",37.99,3346,3165,"CCAAT enhancer binding protein zeta"
"DNAJC27","2",888.940006212702,-0.622004475179836,0.208158349850838,-2.98813127422249,0.00280688964065659,0.0324509717251053,"DOWN",24943636,24972094,"-",40.71,4831,534,"DnaJ heat shock protein family (Hsp40) member C27"
"WDR75","2",986.304597333239,-0.62291901344852,0.192238591454867,-3.24034320442244,0.00119385910273382,0.020735516529037,"DOWN",189441446,189475552,"+",37.02,2647,2493,"WD repeat domain 75"
"CAB39","2",6525.3102875431,-0.623942746411124,0.193612003715946,-3.22264495194487,0.00127012882796782,0.0212878044906824,"DOWN",230712842,230821075,"+",40.78,3829,1026,"calcium binding protein 39"
"SPOPL","2",1105.09445552391,-0.626593826297034,0.204010152897793,-3.07138550408789,0.0021306786279796,0.0281033942790902,"DOWN",138501770,138574458,"+",36.71,6056,1179,"speckle type BTB/POZ protein like"
"KLHL23","2",1377.77395363459,-0.629689257291446,0.227277171766589,-2.77057855127716,0.00559568014074578,0.0481455424703228,"DOWN",169694488,169776989,"+",42.29,843,148,"kelch like family member 23"
"SAP130","2",1518.58708834605,-0.634133928452961,0.184813289895485,-3.4312138959897,0.000600886601213516,0.0149096502975447,"DOWN",127941217,128028120,"-",43.39,4173,3252,"Sin3A associated protein 130"
"MCFD2","2",4233.88596373844,-0.63584513221382,0.207765206053819,-3.06040238541728,0.00221039800907167,0.0287114319266421,"DOWN",46901870,46941855,"-",45.38,4169,384,"multiple coagulation factor deficiency 2, ER cargo receptor complex subunit"
"BOLA3","2",264.570593334627,-0.639896153868417,0.22098089525316,-2.8957080345581,0.00378304188179437,0.0385249056644542,"DOWN",74135400,74147912,"-",50.4,555,324,"bolA family member 3"
"XPO1","2",6098.31548753322,-0.644908668194881,0.213282187152262,-3.02373431558295,0.00249675598521537,0.0308793849594651,"DOWN",61476032,61538741,"-",41.09,8930,NA,"exportin 1"
"CNRIP1","2",2589.50175514031,-0.645081949296653,0.20909927278844,-3.08505113716643,0.00203517158376957,0.0274866037541366,"DOWN",68284171,68320051,"-",40.04,644,387,"cannabinoid receptor interacting protein 1"
"PTCD3","2",3166.39261610387,-0.645452261088777,0.15569159423292,-4.14571039797536,3.3876177176984e-05,0.00364176998212062,"DOWN",86106223,86142157,"+",41.2,522,237,"pentatricopeptide repeat domain 3"
"SPAST","2",2155.89858710106,-0.656827034232832,0.232537005323169,-2.82461293986307,0.00473377619577489,0.0440011956460459,"DOWN",32063556,32157637,"+",40,5252,636,"spastin"
"C2orf49","2",1247.37167955047,-0.657035712995736,0.236817724770218,-2.77443638829506,0.0055297447122958,0.0478677185438748,"DOWN",105337532,105350712,"+",38.44,854,573,"chromosome 2 open reading frame 49"
"CIR1","2",1937.81522983591,-0.669253390721856,0.221820822527677,-3.01709002381123,0.00255214006235962,0.0311787799692427,"DOWN",174348022,174395712,"-",37.69,1918,1353,"corepressor interacting with RBPJ, CIR1"
"NUP35","2",273.976729984987,-0.679009376170496,0.216549770009903,-3.13558114672411,0.00171513971066477,0.024841002093165,"DOWN",183117513,183161680,"+",38.01,616,230,"nucleoporin 35"
"C2orf69","2",1104.24082600807,-0.685065999427792,0.230474548170549,-2.9724149797263,0.00295467029781906,0.0333309961861249,"DOWN",199911293,199955935,"+",37.98,3691,1158,"chromosome 2 open reading frame 69"
"STAM2","2",2031.4393377022,-0.688570365036955,0.237316524139498,-2.90148512638843,0.00371398410052913,0.0379976393635354,"DOWN",152116801,152175763,"-",38.98,5472,1578,"signal transducing adaptor molecule 2"
"RPE","2",1421.57859509307,-0.693382122113642,0.211087164050596,-3.28481423885843,0.00102049629463527,0.0192225259984802,"DOWN",210002565,210022260,"+",38.52,3165,600,"ribulose-5-phosphate-3-epimerase"
"CUL3","2",4046.92466226466,-0.694194162522335,0.220938927449646,-3.14201834206219,0.00167787524419873,0.0246344811766983,"DOWN",224470150,224585397,"-",37.23,6756,2307,"cullin 3"
"NIF3L1","2",396.43972231885,-0.697064631513275,0.246555259718337,-2.82721460620875,0.00469548485764475,0.0437461466744976,"DOWN",200889327,200903938,"+",41.02,749,628,"NGG1 interacting factor 3 like 1"
"PCYOX1","2",5190.97680779367,-0.713537821114884,0.250815909355322,-2.84486667113305,0.00444300161459212,0.042490485191983,"DOWN",70257386,70281185,"+",45.24,556,389,"prenylcysteine oxidase 1"
"KCNJ3","2",3513.097117511,-0.714535978092982,0.251374260479643,-2.84251846919247,0.00447586377122236,0.0426529713044854,"DOWN",154697855,154858354,"+",34.96,3691,969,"potassium inwardly rectifying channel subfamily J member 3"
"HEATR5B","2",2906.30604167388,-0.718350873675533,0.214783531676403,-3.344534229737,0.000824208583140157,0.0173733820168104,"DOWN",36968383,37084372,"-",38.6,433,348,"HEAT repeat containing 5B"
"HADHA","2",5462.14265995014,-0.726797168097963,0.212981654691996,-3.41248718885681,0.00064372952647307,0.0153613824141095,"DOWN",26190635,26244672,"-",41.91,2943,2292,"hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha"
"SUMO1","2",1813.11534075098,-0.727838131388108,0.252416614824559,-2.88347948844013,0.00393308260283662,0.0395287813527493,"DOWN",202206182,202238599,"-",41.66,1523,306,"small ubiquitin like modifier 1"
"LRPPRC","2",7764.2376322226,-0.733179211598934,0.251554780708845,-2.91459064913393,0.0035615535882057,0.0371560303979594,"DOWN",43886224,43996226,"-",37.13,3328,800,"leucine rich pentatricopeptide repeat containing"
"LNPK","2",2322.10113856529,-0.733443074445169,0.234850507427767,-3.12302103358561,0.00179004954882519,0.0253330242176045,"DOWN",175923882,176002839,"-",35.26,7542,1287,"lunapark, ER junction formation factor"
"MTX2","2",745.69724091108,-0.738059983125832,0.252102976226032,-2.92761312926388,0.00341574771025973,0.0363388570548741,"DOWN",176269395,176338025,"+",35.02,1592,114,"metaxin 2"
"MRPL35","2",1491.87208637911,-0.743412487763522,0.207277785358574,-3.58655167256577,0.000335079690286779,0.011350472534,"DOWN",86199355,86213790,"+",40.87,1061,513,"mitochondrial ribosomal protein L35"
"RPL31","2",7370.29880753568,-0.744723760743383,0.266910245767506,-2.79016550526906,0.00526811041516127,0.0464000431540752,"DOWN",101002229,101024032,"+",42.39,1291,378,"ribosomal protein L31"
"ABI2","2",10609.0010816157,-0.746696601034286,0.221969912741136,-3.36395411347974,0.000768343168135035,0.01683256147148,"DOWN",203328280,203447728,"+",39.49,6484,1428,"abl interactor 2"
"UGP2","2",4310.62409681714,-0.747157864046855,0.232894046081836,-3.20814497672608,0.00133594136070487,0.0217155022007341,"DOWN",63840952,63891562,"+",38.65,1023,159,"UDP-glucose pyrophosphorylase 2"
"GLS","2",6043.0242081751,-0.747231576260911,0.265695447592928,-2.81236123174284,0.00491792386653761,0.0447497767630093,"DOWN",190880821,190965552,"+",35.11,4488,1797,"glutaminase"
"ASNSD1","2",548.465246444481,-0.747591694875854,0.228957227701457,-3.26520242396827,0.00109385874149321,0.0198711807775295,"DOWN",189661385,189670831,"+",37.75,968,489,"asparagine synthetase domain containing 1"
"ACSL3","2",7920.29374481579,-0.74941529080716,0.271253875601946,-2.76278187415429,0.00573110523999078,0.0488244139959201,"DOWN",222860942,222944639,"+",39.46,3147,2163,"acyl-CoA synthetase long chain family member 3"
"SSB","2",2322.1162176318,-0.750438216722775,0.262378347778443,-2.86013774793817,0.00423457031708777,0.0412142123497323,"DOWN",169791933,169812064,"+",39.88,2463,554,"small RNA binding exonuclease protection factor La"
"TANK","2",1079.0822310251,-0.754096208769878,0.214864779319293,-3.50963155133619,0.000448728023764551,0.0132320836691981,"DOWN",161136908,161236230,"+",35.76,2152,1278,"TRAF family member associated NFKB activator"
"ITGAV","2",8840.63245320855,-0.757026221372405,0.237705310951762,-3.18472573600188,0.00144891256892105,0.022698563975204,"DOWN",186590010,186680901,"+",35.8,3721,3135,"integrin subunit alpha V"
"MRPL30","2",921.465058545509,-0.75947965231695,0.228734504240384,-3.32035455183793,0.00089903191737625,0.0180898385637787,"DOWN",99181152,99199561,"+",40.16,567,NA,"mitochondrial ribosomal protein L30"
"FAM136A","2",595.866636852283,-0.760316665247431,0.226678085522049,-3.35416925503138,0.000796036547825785,0.0171442029792649,"DOWN",70295976,70302067,"-",48.31,2398,NA,"family with sequence similarity 136 member A"
"PDIA6","2",3194.51764358118,-0.760477624188235,0.263704768890395,-2.88382203851731,0.00392880708306911,0.0395287813527493,"DOWN",10783391,10837977,"-",46.27,2279,1323,"protein disulfide isomerase family A member 6"
"METTL5","2",618.450696965698,-0.779958911390421,0.256557017838672,-3.04009969386562,0.00236499849885848,0.0299475673787388,"DOWN",169810081,169824931,"-",39.58,936,597,"methyltransferase 5, N6-adenosine"
"CRIPT","2",1160.41848702609,-0.781888776652104,0.197308845199472,-3.96276596653152,7.40863993256438e-05,0.00522406313145779,"DOWN",46616416,46685037,"+",41.68,1724,NA,"CXXC repeat containing interactor of PDZ3 domain"
"ORC4","2",1783.80563049035,-0.782754044969099,0.282742324482098,-2.76843605357945,0.00563260378641626,0.0483639481441647,"DOWN",147930396,148021604,"-",36.15,6547,1311,"origin recognition complex subunit 4"
"ENSG00000288066","2",271.042953690352,-0.782898878628076,0.281998940764845,-2.77624758626638,0.00549903153598704,0.0477004563482061,"DOWN",151796688,151798688,"+",37.48,1912,NA,"novel transcript, antisense to ARL5A"
"PPP1CB","2",9810.278710196,-0.783225880054595,0.250038663402523,-3.13241908029929,0.0017337221124394,0.0249001205531231,"DOWN",28751640,28802940,"+",38.98,4430,900,"protein phosphatase 1 catalytic subunit beta"
"ACTR3","2",4608.23712354,-0.785335497177687,0.264310068775422,-2.97126591058839,0.00296574871381862,0.0334092214217127,"DOWN",113890063,113962596,"+",36.57,566,252,"actin related protein 3"
"NCKAP1","2",15808.1585633422,-0.786734097406447,0.272225839249156,-2.89000522351732,0.00385235425194019,0.0390662641247067,"DOWN",182909115,183038858,"-",35.82,20332,3387,"NCK associated protein 1"
"RNF181","2",554.469364277407,-0.798875972714309,0.244296456463881,-3.27010872068226,0.00107506156659898,0.0196886944321851,"DOWN",85595725,85597708,"+",54.54,623,NA,"ring finger protein 181"
"RAB10","2",5690.00407618131,-0.800278157314017,0.290439751071428,-2.75540160863588,0.00586201325891386,0.0493526888491705,"DOWN",26034084,26137454,"+",40.63,3561,603,"RAB10, member RAS oncogene family"
"FEZ2","2",2751.24200197984,-0.804099157334595,0.228281769918667,-3.52239759495944,0.000427662228550629,0.0128962051563793,"DOWN",36531805,36646087,"-",40.54,430,NA,"fasciculation and elongation protein zeta 2"
"FBXO36","2",358.097825692107,-0.806980788135159,0.286674018421917,-2.81497706899783,0.00487807144878421,0.0447116817973444,"DOWN",229922302,230013119,"+",43.78,3120,474,"F-box protein 36"
"ORMDL1","2",606.059751323377,-0.808955944923428,0.232406938209824,-3.48077364279494,0.000499967823266408,0.0138895743825965,"DOWN",189766012,189784364,"-",37.31,1987,477,"ORMDL sphingolipid biosynthesis regulator 1"
"DPY30","2",652.726081045903,-0.810122730318118,0.242604014515307,-3.33927998651071,0.000839958578126732,0.0175737354416723,"DOWN",31867809,32039805,"-",39,1519,NA,"dpy-30 histone methyltransferase complex regulatory subunit"
"SPAG16","2",1269.16389988317,-0.810981636866043,0.269618883167904,-3.00788144857424,0.00263075741470035,0.0314999547768997,"DOWN",213284389,214410501,"+",35.89,2102,1896,"sperm associated antigen 16"
"MOB1A","2",1825.26402192692,-0.817334196902745,0.205470436464359,-3.97786762400984,6.95360637309998e-05,0.00500057326590221,"DOWN",74152528,74178898,"-",41.02,4896,651,"MOB kinase activator 1A"
"ACP1","2",1872.59797829402,-0.818219576512358,0.219977461011106,-3.71956096207078,0.000199569376235158,0.00852780242631975,"DOWN",264140,278283,"+",42.67,559,NA,"acid phosphatase 1"
"MAPRE3","2",4815.8687507573,-0.818311227099305,0.233627903857495,-3.5026262427901,0.000460695412218976,0.0133601669543503,"DOWN",26970637,27027219,"+",45.88,574,NA,"microtubule associated protein RP/EB family member 3"
"SUCLG1","2",1624.3008365324,-0.819719008865898,0.23151150082425,-3.54072694422288,0.00039902630388565,0.0124223540031303,"DOWN",84423528,84460045,"-",39.25,1270,1041,"succinate-CoA ligase GDP/ADP-forming subunit alpha"
"SELENOI","2",3642.85032449582,-0.822310092065415,0.285743905334222,-2.87778698588022,0.00400475457917782,0.0398925017512334,"DOWN",26308547,26395885,"+",42.64,504,354,"selenoprotein I"
"LCLAT1","2",807.550737422294,-0.823507188051513,0.271430418493125,-3.03395320474139,0.00241371866770604,0.0302477718638022,"DOWN",30447226,30644225,"+",37.54,583,421,"lysocardiolipin acyltransferase 1"
"MRPL44","2",723.866915444813,-0.830211048823353,0.287597814170529,-2.88670847940132,0.00389294742700797,0.0393295014492961,"DOWN",223957463,223967714,"+",37.35,1689,999,"mitochondrial ribosomal protein L44"
"WDCP","2",267.65304182833,-0.831964487802578,0.241825145075421,-3.44035558230763,0.000580950384183089,0.014697558568883,"DOWN",24029347,24049575,"-",43.29,3700,1869,"WD repeat and coiled coil containing"
"FAM171B","2",17742.5769085591,-0.83339519672161,0.281908892359557,-2.95625721397489,0.00311397283953743,0.0343588262304071,"DOWN",186694060,186765959,"+",37.12,5731,2481,"family with sequence similarity 171 member B"
"PLEKHB2","2",6864.26449600704,-0.836226165387236,0.274428840313618,-3.04715118291355,0.00231021484022485,0.0295321649712887,"DOWN",131104847,131353709,"+",42.42,2277,693,"pleckstrin homology domain containing B2"
"COPS9","2",1252.87174380142,-0.845777911531829,0.215752960011388,-3.92012193708576,8.85041765970019e-05,0.00573877215864635,"DOWN",240126563,240136807,"-",54.66,759,759,"COP9 signalosome subunit 9"
"GORASP2","2",1830.78201779419,-0.852052745711246,0.292833023190185,-2.90968804142648,0.00361789675015678,0.0374582409243544,"DOWN",170928464,170967130,"+",41.03,812,NA,"golgi reassembly stacking protein 2"
"SCRN3","2",1173.4989099007,-0.857023082010373,0.276662049266229,-3.09772548957616,0.00195011975662028,0.0267378664589672,"DOWN",174395730,174429575,"+",37.9,1141,354,"secernin 3"
"IDH1","2",872.501591440813,-0.860267059009316,0.240432903822212,-3.57799221875822,0.000346243756889645,0.0115411528613267,"DOWN",208236229,208266074,"-",41.27,2318,1245,"isocitrate dehydrogenase (NADP(+)) 1"
"ODC1","2",1324.83917680333,-0.869249358436406,0.258717000268877,-3.35984630902886,0.00077985843079739,0.0168859946349737,"DOWN",10439968,10448327,"-",45.53,2358,132,"ornithine decarboxylase 1"
"FARSB","2",1491.21155079282,-0.876212856741464,0.273761381348503,-3.20064448983047,0.00137120600153529,0.0221240749520564,"DOWN",222566899,222656092,"-",38.07,6761,1770,"phenylalanyl-tRNA synthetase subunit beta"
"TSN","2",2449.55879479215,-0.887254657645061,0.289370582866684,-3.06615361124606,0.00216831885553024,0.0283782250215662,"DOWN",121737103,121767853,"+",44,555,555,"translin"
"IMMT","2",2623.69679503221,-0.892925185403678,0.239714951702383,-3.72494572850961,0.000195357246432437,0.00848213694411366,"DOWN",86143932,86195472,"-",41.28,2613,1980,"inner membrane mitochondrial protein"
"PAPOLG","2",1178.70330973792,-0.895409359053921,0.196201769384405,-4.56371704426173,5.02558023051626e-06,0.00118153523631192,"DOWN",60756253,60802086,"+",39.59,7348,2211,"poly(A) polymerase gamma"
"YWHAQ","2",10475.6677251923,-0.896147991326078,0.315885623398897,-2.83693819833779,0.00455484276396342,0.0429843611485222,"DOWN",9583967,9630997,"-",40.32,2196,738,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta"
"CSRNP3","2",6979.05968315746,-0.898896619125079,0.267031385932814,-3.36625829950657,0.000761953235027114,0.0167532735839689,"DOWN",165469647,165689407,"+",36.48,1688,1312,"cysteine and serine rich nuclear protein 3"
"SLC40A1","2",600.00866221231,-0.899883098526286,0.308171194185359,-2.92007532016449,0.00349946795676148,0.0367512514121724,"DOWN",189560590,189583758,"-",38.25,3330,1716,"solute carrier family 40 member 1"
"SCN2A","2",17048.3741550831,-0.90609124737753,0.303827547559833,-2.98225508073488,0.0028613348760591,0.0328057801939078,"DOWN",165194993,165392310,"+",35.7,8169,NA,"sodium voltage-gated channel alpha subunit 2"
"CYRIA","2",4978.33083910645,-0.918473443785433,0.307724645220827,-2.98472500675507,0.00283833364559293,0.032623483027799,"DOWN",16549459,16666331,"-",42.98,4670,972,"CYFIP related Rac1 interactor A"
"GPD2","2",3945.20007791628,-0.920877697470881,0.268010713940539,-3.43597345020762,0.00059042882991818,0.0148149895501748,"DOWN",156435290,156613735,"+",37.9,456,328,"glycerol-3-phosphate dehydrogenase 2"
"ATF2","2",2958.39953750926,-0.92202019090025,0.207103144800399,-4.45198546738085,8.5079925419681e-06,0.00167296185056943,"DOWN",175072250,175168382,"-",36.05,4164,1518,"activating transcription factor 2"
"ARPC2","2",3737.81439675055,-0.932195376456287,0.243060775979908,-3.83523574586689,0.000125443914403942,0.00674219225283056,"DOWN",218217141,218254356,"+",44.27,482,269,"actin related protein 2/3 complex subunit 2"
"FBXO48","2",130.466085501083,-0.934080326077327,0.2379603484682,-3.92536122967627,8.65996830760782e-05,0.00564849420163481,"DOWN",68459422,68467294,"-",40.06,5699,468,"F-box protein 48"
"NDUFB3","2",532.642254516464,-0.936654188198697,0.315679380359541,-2.96710601475427,0.00300617284671599,0.0336452089174794,"DOWN",201071433,201085750,"+",41.49,564,297,"NADH:ubiquinone oxidoreductase subunit B3"
"LAPTM4A","2",1394.24098964547,-0.937271388802412,0.257551410815779,-3.63916231650085,0.000273526358302496,0.0103277625957377,"DOWN",20032650,20051628,"-",41.26,1365,702,"lysosomal protein transmembrane 4 alpha"
"RAB1A","2",3058.63873834762,-0.95291976250866,0.255601558433928,-3.72814535383589,0.000192894117893462,0.00843938072145467,"DOWN",65070696,65130331,"-",42.82,1798,618,"RAB1A, member RAS oncogene family"
"CEBPZOS","2",1303.67341279441,-0.967726442515328,0.235058064320992,-4.1169676322775,3.83889962243224e-05,0.00371803626852041,"DOWN",37196488,37216193,"+",38.06,568,243,"CEBPZ opposite strand"
"XRCC5","2",8232.34476048302,-0.969786465257271,0.262529881431202,-3.69400412619853,0.000220750216812203,0.00911103198604084,"DOWN",216107464,216206303,"+",39.46,3761,2199,"X-ray repair cross complementing 5"
"HNRNPCP2","2",119.761174730713,-0.969994618971841,0.314453070816864,-3.08470391607898,0.00203754881325939,0.0274866037541366,"DOWN",189923336,189924216,"+",47.33,881,NA,"heterogeneous nuclear ribonucleoprotein C pseudogene 2"
"HSPD1","2",6603.55502785848,-0.999468270263955,0.290986235335083,-3.43476133540483,0.000593075908555107,0.0148149895501748,"DOWN",197486584,197516737,"-",42.79,2245,1722,"heat shock protein family D (Hsp60) member 1"
"SULT1C4","2",625.828222529308,-1.01461731506914,0.327150766588379,-3.10137532505228,0.0019262396815635,0.0265913430013098,"DOWN",108377911,108388989,"+",40.65,1757,NA,"sulfotransferase family 1C member 4"
"ENSG00000288048","2",110.6635656382,-1.01955612942634,0.359627981343813,-2.83503003747537,0.00458213771974519,0.043138802214775,"DOWN",172234230,172237223,"+",47.73,2108,NA,"novel transcript"
"MOB4","2",651.535676554744,-1.02821348905952,0.259809346829627,-3.95756927765106,7.57163313636107e-05,0.00529270286231297,"DOWN",197515571,197553699,"+",40.5,3785,582,"MOB family member 4, phocein"
"SLC8A1","2",20022.3426110705,-1.04594009775035,0.294790463661703,-3.54807982849353,0.000388050590639599,0.0123006442794356,"DOWN",40097270,40611053,"-",37.43,21116,2922,"solute carrier family 8 member A1"
"SF3B6","2",590.640272389526,-1.0473634758665,0.323553269917238,-3.23706657680946,0.00120765233717045,0.0208077722391231,"DOWN",24067586,24076373,"-",43.05,651,378,"splicing factor 3b subunit 6"
"HADHB","2",3495.43480978699,-1.07539077427367,0.277169942876759,-3.87989679945862,0.000104500793765908,0.00622526157148335,"DOWN",26243170,26290465,"+",41.22,557,449,"hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta"
"COX7A2L","2",1619.7524478476,-1.08033186048947,0.238554808258974,-4.52865263280155,5.93609936915589e-06,0.00132935647539263,"DOWN",42333546,42425088,"-",44,516,288,"cytochrome c oxidase subunit 7A2 like"
"PNO1","2",460.534508425679,-1.08230620677153,0.313706261938492,-3.45006248865933,0.000560456806006469,0.0144904719206564,"DOWN",68157888,68176238,"+",40.98,2242,759,"partner of NOB1 homolog"
"CYBRD1","2",2878.96018599958,-1.08315732411059,0.343302022189253,-3.1551148962166,0.00160434911055225,0.0240879808879156,"DOWN",171522247,171558129,"+",41.27,1493,687,"cytochrome b reductase 1"
"SERPINE2","2",4287.9429996743,-1.10116066518449,0.266638151274654,-4.12979410455866,3.63088256303382e-05,0.00371803626852041,"DOWN",223975045,224039318,"-",43.2,2229,1197,"serpin family E member 2"
"PDE1A","2",3653.06371341811,-1.10558612543391,0.377512167632987,-2.92861057264982,0.00340480706423729,0.036276944341693,"DOWN",182139968,182523359,"-",36.57,5176,168,"phosphodiesterase 1A"
"COPS8","2",1764.63054725575,-1.1126496020176,0.269114873955804,-4.1344782830559,3.55761891155135e-05,0.00371803626852041,"DOWN",237085882,237100474,"+",38.3,3438,630,"COP9 signalosome subunit 8"
"MDH1","2",7297.1262816959,-1.13659962806526,0.361890251290392,-3.14073016339204,0.00168527226835865,0.0247002856855525,"DOWN",63588609,63607197,"+",38.05,893,NA,"malate dehydrogenase 1"
"PPP3R1","2",7022.5472595016,-1.14373863663207,0.290938945378083,-3.93119812524843,8.45235794597475e-05,0.00560335205114253,"DOWN",68178857,68256237,"-",37.41,3024,513,"protein phosphatase 3 regulatory subunit B, alpha"
"MMADHC","2",649.790592386547,-1.16761318124426,0.284035650412998,-4.11079799154264,3.94294052142619e-05,0.00372978712774229,"DOWN",149569637,149587778,"-",35.1,1392,891,"metabolism of cobalamin associated D"
"CALM2","2",25065.1864064564,-1.19137107126622,0.336099166176569,-3.54470106194889,0.000393058595244923,0.0123197438891183,"DOWN",47160084,47176921,"-",40.15,1210,450,"calmodulin 2"
"ACTR2","2",7189.75126801901,-1.20662622972747,0.298242745573288,-4.04578568175418,5.21479265141812e-05,0.00426131932668922,"DOWN",65227788,65271253,"+",39.46,587,162,"actin related protein 2"
"C1D","2",261.495265956196,-1.24142497354046,0.268212520566669,-4.62851238606471,3.6830183914811e-06,0.0010122441229132,"DOWN",68041130,68110948,"-",38.27,2233,426,"C1D nuclear receptor corepressor"
"TUBA4A","2",4502.95878928076,-1.26865997006375,0.383129504308628,-3.31130846305637,0.000928607857499957,0.0184092701979459,"DOWN",219249710,219277902,"-",49.74,2049,1347,"tubulin alpha 4a"
"MRPL33","2",560.147351771925,-1.27095480125673,0.26977655164354,-4.71113887961644,2.46336288339498e-06,0.000937227465404875,"DOWN",27771717,27988087,"+",39.12,404,165,"mitochondrial ribosomal protein L33"
"CHN1","2",15241.8407825828,-1.28630606490796,0.33717490588622,-3.81495195061174,0.000136209434279687,0.00689474145059678,"DOWN",174798809,175005381,"-",37.23,2736,1005,"chimerin 1"
"C2orf76","2",131.453347631525,-1.29214452922313,0.321687057896162,-4.01677499142731,5.90000080923012e-05,0.0045014958855533,"DOWN",119302225,119366834,"-",39.21,1150,381,"chromosome 2 open reading frame 76"
"FTH1P20","2",35.6569969597612,-1.29450746861076,0.444405774488486,-2.91289524781883,0.00358094703694814,0.0372258273932381,"DOWN",180872867,180873414,"-",48.91,548,NA,"ferritin heavy chain 1 pseudogene 20"
"PREPL","2",13960.8405379826,-1.30899630078922,0.338686613960232,-3.8649189156998,0.000111126110186054,0.00644531439079113,"DOWN",44316281,44361862,"-",37.28,5657,2184,"prolyl endopeptidase like"
"RGPD8","2",184.256700471832,-1.39485347737387,0.359150879005444,-3.88375348331733,0.000102856193851625,0.00615762352597874,"DOWN",112368369,112434488,"-",39.76,7299,5298,"RANBP2 like and GRIP domain containing 8"
"RPS28P4","2",44.3966059021384,-1.4220171763278,0.403001473471239,-3.52856569996955,0.00041781821723859,0.0127111338391604,"DOWN",231256097,231256306,"+",62.38,210,NA,"ribosomal protein S28 pseudogene 4"
"VWA3B","2",291.486146673585,-2.38314255988961,0.861097240952033,-2.76756497007794,0.00564767871917321,0.0484035285265497,"DOWN",98087116,98313299,"+",41.92,5324,306,"von Willebrand factor A domain containing 3B"
"ENSG00000279147","3",32.7075320236684,2.63709221486417,0.831669685634668,3.17084085234121,0.00151998392731003,0.0234304214569282,"UP",141936707,141938547,"-",55.68,1841,NA,"TEC"
"RNA5SP149","3",1142.47511062705,2.47968083696631,0.4614731581896,5.37340209925604,7.72647640114466e-08,0.000155727131865071,"UP",180161886,180161977,"-",58.7,92,NA,"RNA, 5S ribosomal pseudogene 149"
"RNA5SP145","3",129.354240589295,2.25451349693174,0.641041203220312,3.51695567399731,0.000436526673175005,0.0130391935971558,"UP",151188099,151188223,"+",52,125,NA,"RNA, 5S ribosomal pseudogene 145"
"MUC4","3",95.0481781049191,2.1211382772106,0.637734258601586,3.32605352245276,0.000880850127328078,0.0179479706651701,"UP",195746765,195811973,"-",53.71,3806,524,"mucin 4, cell surface associated"
"MAGI1-AS1","3",23.7754653144897,2.08805204770914,0.674692669776097,3.09481952486912,0.00196932686902993,0.0268982008925275,"UP",65893816,65925297,"+",40.66,591,NA,"MAGI1 antisense RNA 1"
"ENSG00000225399","3",24.8875393928073,2.00524316646354,0.725395247011564,2.7643456098239,0.00570370915983354,0.0487369746385352,"UP",49260085,49261316,"+",45.94,1227,NA,"novel transcript"
"EGOT","3",40.9104682961769,1.77462505476547,0.628706891893597,2.82265882185654,0.00476272254778391,0.0441853500347915,"UP",4749192,4751590,"-",44.64,1464,NA,"eosinophil granule ontogeny transcript"
"RBMS3-AS2","3",34.5475456654096,1.71176972379578,0.524072903537104,3.26628167997736,0.0010896979690368,0.0198541479930741,"UP",29526251,29642809,"-",36.04,456,NA,"RBMS3 antisense RNA 2"
"COL7A1","3",807.937400567364,1.70125847824144,0.533498858514102,3.18886994993724,0.00142830118870055,0.0225488854764435,"UP",48564073,48595329,"-",60.15,651,NA,"collagen type VII alpha 1 chain"
"SNORA58","3",74.4438761762374,1.66589593249068,0.462257871839043,3.603823826435,0.00031356964001603,0.0110583717662808,"UP",131479097,131479233,"-",48.91,137,NA,"small nucleolar RNA, H/ACA box 58"
"RN7SL4P","3",83159.3896537995,1.55877801477131,0.291590385206831,5.34577988113577,9.00285647060138e-08,0.000167494681998435,"UP",15738515,15738809,"+",58.64,295,NA,"RNA, 7SL, cytoplasmic 4, pseudogene"
"SEMA3F","3",404.784725086326,1.5560496853882,0.518687814125234,2.99997347732657,0.00270003116154939,0.0318395678562816,"UP",50155045,50189075,"+",57.74,936,793,"semaphorin 3F"
"ENSG00000289165","3",44.6684454199493,1.41909733976227,0.500232392232983,2.83687614356115,0.0045557280937966,0.0429843611485222,"UP",192566943,192605396,"+",38.12,572,NA,"novel transcript, antisense to FGF12"
"TNK2","3",8482.41365439773,1.36400504110078,0.290780751137052,4.69083677570492,2.72089972235448e-06,0.00093922389999178,"UP",195863364,195911945,"-",58.27,2850,1653,"tyrosine kinase non receptor 2"
