"","Chr","baseMean","logFC","lfcSE","stat","P.Value","adj.P.Val","DifExpressed","start_position","end_position","strand","percentage_gene_gc_content","transcript_length","cds_length","Description"
"ADCY5","3",4995.83209605101,0.739026367201501,0.16594079972784,4.4535543303008,8.44603233522325e-06,0.00275588886804691,"UP",123282296,123449090,"-",51.17,6643,3948,"adenylate cyclase 5"
"CACNA2D2","3",920.466152304655,0.728432486061934,0.225677476234098,3.22775891603079,0.00124764075073138,0.0411720011652535,"UP",50362613,50504244,"-",56.51,5696,3432,"calcium voltage-gated channel auxiliary subunit alpha2delta 2"
"ZBTB47","3",4594.07305791907,0.605002887037738,0.187172275101212,3.2323317473733,0.00122784418874213,0.0410174579404934,"UP",42653697,42667580,"+",61.24,5494,2244,"zinc finger and BTB domain containing 47"
"PLXND1","3",4575.38876771085,0.575301505635958,0.167788046096553,3.4287395259666,0.00060639119171656,0.0280424041354813,"UP",129555214,129606676,"-",58.3,1633,NA,"plexin D1"
"PHC3","3",6527.44960798632,-0.30404810786339,0.085469800883387,-3.55737470686548,0.00037457966403219,0.0217424640072205,"DOWN",170086732,170181749,"-",37.75,913,485,"polyhomeotic homolog 3"
"MYNN","3",550.69992175056,-0.435271667647527,0.122947034240047,-3.54031856350179,0.000399644319176983,0.0225046364511929,"DOWN",169773396,169789716,"+",36.36,4969,1833,"myoneurin"
"CAPN7","3",1570.56692537224,-0.447720847142136,0.100648313859101,-4.44836907818352,8.65247623371619e-06,0.00275588886804691,"DOWN",15206152,15252916,"+",37.11,781,111,"calpain 7"
"SLC33A1","3",680.0968210305,-0.457429486713083,0.130117516216336,-3.51551044021277,0.000438909502459085,0.0237832629638902,"DOWN",155821024,155854456,"-",39.66,9266,1650,"solute carrier family 33 member 1"
"NEPRO","3",1262.43037130294,-0.472912349083047,0.146431858177414,-3.22957281952998,0.00123975304959697,0.0411312308059704,"DOWN",113002444,113019861,"-",39.06,4820,1704,"nucleolus and neural progenitor protein"
"CTNNB1","3",11320.3231105706,-0.487340107382976,0.151939502631002,-3.20746151556468,0.0013391197603905,0.0427120772889804,"DOWN",41194741,41260096,"+",39.9,3278,2346,"catenin beta 1"
"TMEM41A","3",451.41103377587,-0.507239854441167,0.15754616723071,-3.21962675041384,0.00128357602296107,0.0416908539320174,"DOWN",185476496,185499057,"-",44.99,541,300,"transmembrane protein 41A"
"IQCB1","3",816.875383291067,-0.508031726704707,0.14977320544324,-3.39200676917633,0.000693827260525442,0.0302904442654663,"DOWN",121769761,121835079,"-",36.52,2577,1797,"IQ motif containing B1"
"LRRC58","3",2961.71225510947,-0.524844776077473,0.156902619749824,-3.34503513653451,0.000822721470348475,0.0334011498368529,"DOWN",120324509,120349354,"-",38.96,7918,1116,"leucine rich repeat containing 58"
"MFSD1","3",813.775534827377,-0.533092471095359,0.165457946895707,-3.2219212258894,0.00127334138641567,0.0416901636965897,"DOWN",158732198,158829719,"+",40.83,566,350,"major facilitator superfamily domain containing 1"
"NR1D2","3",3596.61897559143,-0.534777730927044,0.161159483900598,-3.31831374724985,0.000905626972883366,0.0354779143501927,"DOWN",23945286,23980637,"+",40.67,5231,1740,"nuclear receptor subfamily 1 group D member 2"
"GLT8D1","3",923.381102875438,-0.536880503532659,0.133253563930047,-4.02901421694433,5.6011231322638e-05,0.0075035841812665,"DOWN",52694486,52706032,"-",44.5,1856,1116,"glycosyltransferase 8 domain containing 1"
"C3orf38","3",763.442977942584,-0.539724351280887,0.160461118620066,-3.36358337722191,0.000769375922666249,0.0323619583749668,"DOWN",88149959,88168729,"+",37.88,2414,990,"chromosome 3 open reading frame 38"
"DBR1","3",329.936555055343,-0.549136773841185,0.119266912010333,-4.604267559083,4.13920031597437e-06,0.00178769105075279,"DOWN",138160988,138174949,"-",39.42,2702,NA,"debranching RNA lariats 1"
"PLSCR4","3",2252.87046712637,-0.635055237981565,0.18389209750572,-3.45341233579552,0.000553542184960688,0.0268296017744673,"DOWN",146192335,146251179,"-",35.8,3233,990,"phospholipid scramblase 4"
"NMD3","3",1606.55444791987,-0.672433984604953,0.212533963814867,-3.16388953810081,0.00155675868628561,0.0457476841035041,"DOWN",161104696,161253532,"+",37.99,589,294,"NMD3 ribosome export adaptor"
"SLC35A5","3",1551.41188315803,-0.815674862270269,0.246055520500499,-3.31500329930055,0.000916420429968045,0.0357492653535599,"DOWN",112561709,112585579,"+",38.43,575,442,"solute carrier family 35 member A5"
"P2RY13","3",243.997989706529,-0.861947803459925,0.276508882983622,-3.1172517647868,0.00182545606280268,0.0495457784307664,"DOWN",151326312,151329549,"-",37.46,2765,1065,"purinergic receptor P2Y13"
"HIGD1A","3",995.538721174847,-0.884995712234638,0.24874503157346,-3.55784277031189,0.000373913005532536,0.0217424640072205,"DOWN",42782908,42804490,"-",42.28,2722,282,"HIG1 hypoxia inducible domain family member 1A"
"WDR49","3",1127.99191239136,-0.92494338524212,0.266200868110942,-3.47460694552146,0.000511602383752748,0.0259279648040477,"DOWN",167478684,167653983,"-",36.51,2594,2094,"WD repeat domain 49"
"BCHE","3",264.580722113305,-1.13387069609583,0.292503365963686,-3.8764364039373,0.000105997498325822,0.0106919970615189,"DOWN",165772904,165837462,"-",32.29,2405,1809,"butyrylcholinesterase"
"MASP1","3",1113.80932384449,-1.18539285403091,0.341225486082304,-3.47392824504612,0.000512898174471028,0.0259279648040477,"DOWN",187217282,187291980,"-",45.03,4994,2100,"MBL associated serine protease 1"
"HNRNPKP4","3",36.3343892251858,-1.19762989051439,0.280919745796933,-4.26324567223593,2.01478793221134e-05,0.00427453166039154,"DOWN",96349554,96350939,"+",45.96,1386,NA,"heterogeneous nuclear ribonucleoprotein K pseudogene 4"
"ABI3BP","3",990.524778808165,-1.28227455710636,0.311491287405633,-4.11656636622565,3.84558630823382e-05,0.00615955963251279,"DOWN",100749156,100993515,"-",37.02,6737,5382,"ABI family member 3 binding protein"
"ENSG00000287158","3",62.0727177657759,-1.43135837645111,0.44652118503529,-3.20557775178795,0.00134791625236309,0.0428789851868828,"DOWN",83953580,84051419,"+",34.36,1143,NA,"novel transcript"
"EFHB","3",203.635274389989,-1.75234904341536,0.455955361446592,-3.84324693069897,0.000121417193753447,0.0118411139037132,"DOWN",19879472,19947025,"-",40.39,2860,2502,"EF-hand domain family member B"
"PSAPL1","4",72.1520454163096,2.09451024196586,0.513718457201097,4.07715590632547,4.55899252906125e-05,0.00668265413987124,"UP",7430285,7434930,"-",60.55,4646,1566,"prosaposin like 1"
"DOK7","4",206.322142284989,1.68665001241835,0.511387994441395,3.29818069792726,0.000973134880311187,0.0369592527212805,"UP",3463306,3501473,"+",62.88,2566,1515,"docking protein 7"
"RN7SL589P","4",39.1355700414295,1.49648244600693,0.349815975647973,4.27791338927548,1.88653391267908e-05,0.00417104537116961,"UP",2316197,2316506,"-",52.26,310,NA,"RNA, 7SL, cytoplasmic 589, pseudogene"
"SLC49A3","4",105.569024598249,1.05806003149278,0.276153960808986,3.83141356507514,0.000127409134903877,0.0119331421686187,"UP",681829,689271,"-",65.31,1472,NA,"solute carrier family 49 member 3"
"PPP1R14BP3","4",90.8276712594657,0.982877592946031,0.297776881242762,3.30071827216413,0.000964376668731412,0.0367892967033721,"UP",139114930,139115374,"-",65.17,445,NA,"protein phosphatase 1 regulatory inhibitor subunit 14B pseudogene 3"
"TNIP2","4",916.885796149196,0.873237649261201,0.20787185741684,4.20084594476932,2.65919498344863e-05,0.0051824905330175,"UP",2741648,2756342,"-",53.99,2006,969,"TNFAIP3 interacting protein 2"
"C4orf50","4",4209.57704675306,0.814574012656256,0.257876146868092,3.15877999012031,0.00158431043222886,0.0460001586001046,"UP",5897373,6200555,"-",49.24,13296,2546,"chromosome 4 open reading frame 50"
"FRAS1","4",1579.98508045032,0.769659261484485,0.209737774480587,3.669626338844,0.00024290526672078,0.0171098781323925,"UP",78057323,78544269,"+",39.77,3329,2430,"Fraser extracellular matrix complex subunit 1"
"ING2-DT","4",141.961576622803,0.742051967401232,0.167849600039585,4.42093378373396,9.82752881219571e-06,0.00289958178348119,"UP",183462402,183505777,"-",43.37,757,NA,"ING2 divergent transcript"
"NAT8L","4",8794.14776183133,0.678836988110523,0.20226848236253,3.35611846285487,0.000790447027698227,0.0326241498496746,"UP",2059327,2069089,"+",66.53,6056,909,"N-acetyltransferase 8 like"
"KRT8P46","4",278.281477313587,0.615951930209773,0.191365583103397,3.21871843526307,0.0012876485523533,0.0416908539320174,"UP",102728746,102730171,"-",56.45,1426,NA,"keratin 8 pseudogene 46"
"ZFYVE28","4",2627.87967462796,0.57346009049403,0.169372745983726,3.38578728923207,0.000709743748962764,0.0306533255578811,"UP",2269582,2418651,"-",52.52,3828,579,"zinc finger FYVE-type containing 28"
"LETM1","4",4502.58850382418,0.33119477746598,0.0973165561177372,3.40327268738619,0.000665837915452712,0.029602859969006,"UP",1811479,1856156,"-",53.78,5371,2220,"leucine zipper and EF-hand containing transmembrane protein 1"
"LIAS","4",523.966777929855,-0.348841759392636,0.108076685854889,-3.22772443134511,0.00124779115414417,0.0411720011652535,"DOWN",39459004,39485109,"+",41.36,505,180,"lipoic acid synthetase"
"ZNF141","4",1519.83064281717,-0.400535650529855,0.0905738316916122,-4.42220057437348,9.77006939372977e-06,0.00289958178348119,"DOWN",337814,384868,"+",40.31,536,NA,"zinc finger protein 141"
"CASP3","4",667.283050779769,-0.440280425647263,0.131315486540127,-3.35284464344367,0.000799855895038242,0.0328443373130644,"DOWN",184627696,184650062,"-",41.13,2624,549,"caspase 3"
"DCUN1D4","4",2181.00429168837,-0.446143942663418,0.125224161891481,-3.56276245673775,0.000366972718416038,0.0214905621491775,"DOWN",51843000,51916837,"+",40.07,2293,141,"defective in cullin neddylation 1 domain containing 4"
"SMARCAD1","4",1611.62797491922,-0.45920849969935,0.127755997454481,-3.59441833533461,0.000325117098724497,0.0203711972791468,"DOWN",94207611,94291292,"+",36.02,5017,3087,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"
"SEPSECS","4",445.480990800971,-0.460813086866873,0.145321139914022,-3.17099829480769,0.00151916034906197,0.0451868592192863,"DOWN",25120014,25160550,"-",36.3,5503,1506,"Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase"
"C4orf33","4",256.204684904982,-0.519277061290785,0.158740326744441,-3.27123593569754,0.00107078536258717,0.0380293902783161,"DOWN",129093317,129116640,"+",35.63,6170,600,"chromosome 4 open reading frame 33"
"CEP44","4",629.057912570277,-0.52159994096455,0.111280164745717,-4.68726787165027,2.76876465099348e-06,0.00148811870775396,"DOWN",174283730,174333380,"+",35.65,600,336,"centrosomal protein 44"
"SPCS3","4",2969.70009262737,-0.530312008844058,0.164268081658699,-3.22833263461305,0.00124514095751736,0.0411720011652535,"DOWN",176319966,176332245,"+",36.76,4569,543,"signal peptidase complex subunit 3"
"FAM47E","4",309.941489331152,-0.567530220378711,0.162037935511938,-3.50245279653602,0.000460995459532423,0.024277511980155,"DOWN",76214040,76283783,"+",41.26,1624,888,"family with sequence similarity 47 member E"
"MFSD8","4",693.299010930725,-0.590351177096394,0.181914387903602,-3.2452143225154,0.00117362256481769,0.0398109892744471,"DOWN",127917799,127966034,"-",39.23,4516,1557,"major facilitator superfamily domain containing 8"
"INTS12","4",372.629265306588,-0.597436881138293,0.161827573735101,-3.69181139745844,0.000222662560129296,0.0165630840064514,"DOWN",105682627,105895986,"-",36.56,1927,1389,"integrator complex subunit 12"
"THAP9","4",325.559896875329,-0.60859286119765,0.149049621741289,-4.0831560260784,4.44281718248392e-05,0.00667416002332646,"DOWN",82900684,82919969,"+",37.02,553,93,"THAP domain containing 9"
"TLR6","4",279.553910416441,-0.62766319365754,0.180568266613853,-3.47604374471736,0.000508869275239631,0.0259279648040477,"DOWN",38822897,38856817,"-",39.82,6698,2391,"toll like receptor 6"
"SLC9B1","4",92.807194316555,-0.654874142438793,0.188960206729305,-3.46567223741945,0.000528907630580329,0.0264097179300437,"DOWN",102885048,103019719,"-",37.29,1735,1428,"solute carrier family 9 member B1"
"SMAD1","4",891.900573843072,-0.656402118953807,0.182452208213563,-3.59766607036885,0.000321085482883821,0.0202308301031662,"DOWN",145481194,145559176,"+",38.35,616,319,"SMAD family member 1"
"DCAF16","4",1395.47398551656,-0.672625799674183,0.137024781816481,-4.90878942303325,9.16403114262576e-07,0.000852466373905949,"DOWN",17793446,17810758,"-",38.69,2633,NA,"DDB1 and CUL4 associated factor 16"
"PAICS","4",2220.00241860304,-0.686460059332508,0.175763467122158,-3.90559011250848,9.39957221947719e-05,0.00997096726755593,"DOWN",56435741,56464578,"+",39.99,3340,1002,"phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase"
"SLC7A11","4",4565.11170986712,-0.701042529903031,0.199595974286722,-3.51230796316551,0.000444232914315728,0.0238760383680893,"DOWN",138164097,138242349,"-",35.52,9645,1506,"solute carrier family 7 member 11"
"ATP8A1","4",15722.258158308,-0.705030850825981,0.191145889577244,-3.6884436928531,0.000225629943739267,0.0165868869886867,"DOWN",42408373,42657121,"-",38.15,5918,228,"ATPase phospholipid transporting 8A1"
"TMEM33","4",3189.83933479593,-0.720950103122312,0.21633617736761,-3.3325452630941,0.000860554710093017,0.0343455053107421,"DOWN",41935129,41960803,"+",35.28,867,667,"transmembrane protein 33"
"PLRG1","4",2055.39169635452,-0.730809264931339,0.230232874400221,-3.17421769951475,0.00150240959026825,0.045081686220397,"DOWN",154535005,154550400,"-",34.62,3317,1545,"pleiotropic regulator 1"
"CFAP97","4",1733.50115421526,-0.801347181793052,0.173537649244046,-4.61771370814247,3.87991027846058e-06,0.00174266851852365,"DOWN",185159665,185209504,"-",41.18,4851,1599,"cilia and flagella associated protein 97"
"COMMD8","4",247.509483956888,-0.868017771367556,0.231563423991667,-3.74850983115016,0.000177888365849445,0.0146245493994341,"DOWN",47450787,47463702,"-",36.36,1461,552,"COMM domain containing 8"
"TLR1","4",280.351650607458,-0.868449033459686,0.266911032941161,-3.25370226884225,0.00113911598272225,0.0389133603928252,"DOWN",38787555,38856817,"-",40.6,11620,2361,"toll like receptor 1"
"SFRP2","4",1333.51965625461,-1.15995983371203,0.353925688381912,-3.27741068758014,0.00104763867938656,0.0378153395653945,"DOWN",153780591,153789083,"-",42.87,1996,888,"secreted frizzled related protein 2"
"CD38","4",567.123144132135,-1.35585487939211,0.348525289914432,-3.89026253941283,0.000100135824545705,0.0104391597088897,"DOWN",15778275,15853232,"+",41.09,1560,369,"CD38 molecule"
"MMRN1","4",126.26012278895,-1.58375493806499,0.362621466697094,-4.36751566996429,1.25667782862395e-05,0.00334000109484603,"DOWN",89879532,89954629,"+",33.75,5217,3687,"multimerin 1"
"DTHD1","4",232.333659946771,-2.07366779673637,0.563234462713245,-3.68171327220814,0.000231671874379277,0.016778944215312,"DOWN",36281616,36347511,"+",37.22,3203,1851,"death domain containing 1"
"SMIM32","5",38.5874307133152,2.24832611416669,0.661964848617973,3.39644335928209,0.000682676845171738,0.0300782721324749,"UP",136191468,136193162,"-",66.73,1695,312,"small integral membrane protein 32"
"ENSG00000233974","5",121.945051918972,1.71769569226377,0.412778641594169,4.16129983283524,3.16441291820529e-05,0.00575447299546715,"UP",21481324,21484011,"-",60.01,2688,2688,"novel protein"
"ADAMTS2","5",433.475993142893,1.5978972700439,0.483539188872869,3.30458690177439,0.000951164828854238,0.036515670715347,"UP",179110853,179345461,"-",53.88,6783,3636,"ADAM metallopeptidase with thrombospondin type 1 motif 2"
"ENSG00000248469","5",42.0204755075639,1.47850371616037,0.435590313782021,3.39425296977619,0.000688160933326397,0.0301133990936319,"UP",176049676,176062131,"-",44.14,1628,NA,"novel transcript, antisense to FAM153B"
"N4BP3","5",477.454944056012,1.18229265118712,0.215213124729797,5.49358991312221,3.93844443894244e-08,0.00015875869533377,"UP",178113532,178127034,"+",59.62,5985,1635,"NEDD4 binding protein 3"
"RELL2","5",525.325162433261,0.81835222953851,0.221705888100277,3.69116145967387,0.000223232371150834,0.0165630840064514,"UP",141636950,141641064,"+",60,2154,912,"RELT like 2"
"ADAM19","5",523.491148791084,0.804972485264602,0.208826824743035,3.85473698723876,0.00011585411114518,0.011436928702683,"UP",157395534,157575775,"-",44.66,2839,819,"ADAM metallopeptidase domain 19"
"NRG2","5",663.67124615118,0.529670330352228,0.168343561415553,3.14636524199905,0.00165313421806879,0.0470938800921222,"UP",139846779,140043299,"-",46.42,3919,2553,"neuregulin 2"
"TCOF1","5",3590.45489259768,0.505560825692062,0.151906293322386,3.32810981450997,0.00087437392761247,0.0346542878096295,"UP",150357629,150400308,"+",52.46,4194,4076,"treacle ribosome biogenesis factor 1"
"ICE1","5",5199.95885463154,-0.434481597326636,0.125335992262558,-3.46653494725178,0.000527213193913412,0.0263999550890057,"DOWN",5420664,5490220,"+",38.91,613,437,"interactor of little elongation complex ELL subunit 1"
"RICTOR","5",5377.9242641387,-0.451406084354692,0.14233771154537,-3.17137376633182,0.00151719792413903,0.0451868592192863,"DOWN",38937920,39074402,"-",35.53,9605,5199,"RPTOR independent companion of MTOR complex 2"
"RBM27","5",667.229817631798,-0.471213408130915,0.144416291399854,-3.26288262607602,0.00110285185712585,0.0386573550962982,"DOWN",146203605,146289223,"+",38.67,6537,3183,"RNA binding motif protein 27"
"PRRC1","5",843.573961478261,-0.49734759809734,0.136224224989371,-3.65094826662546,0.000261273868661882,0.0177007557071604,"DOWN",127517617,127555085,"+",36.28,1748,1338,"proline rich coiled-coil 1"
"ANKRA2","5",472.523707426076,-0.506679712934304,0.134723590468334,-3.76088338481001,0.000169314355319622,0.0142188784644458,"DOWN",73552190,73565667,"-",37.11,2161,942,"ankyrin repeat family A member 2"
"NUP155","5",1465.23089800385,-0.542991084781962,0.154407745872145,-3.51660521766556,0.000437103376371124,0.0237781367469396,"DOWN",37288137,37371124,"-",41.74,8068,4176,"nucleoporin 155"
"POC5","5",336.096356415222,-0.557809803887014,0.146794542120498,-3.79993558227205,0.00014473370556948,0.0132095449166168,"DOWN",75674124,75717448,"-",37.26,2185,1728,"POC5 centriolar protein"
"TMEM161B","5",610.824287377964,-0.570444246377703,0.11684559536009,-4.88203465966972,1.04996795199346e-06,0.000906947317389781,"DOWN",88185575,88269476,"-",35.56,5735,1509,"transmembrane protein 161B"
"PCDHGA9","5",802.552058216735,-0.580501775419055,0.129215315930115,-4.49251523505941,7.03868813526405e-06,0.00240248214839097,"DOWN",141402778,141512975,"+",45.51,4776,2799,"protocadherin gamma subfamily A, 9"
"LYSMD3","5",868.454660458049,-0.585201415046181,0.13690003676482,-4.27466221978813,1.91427286942788e-05,0.00417104537116961,"DOWN",90515611,90529584,"-",35.92,3863,453,"LysM domain containing 3"
"RIOK2","5",618.470485119624,-0.620023808750432,0.180871153224974,-3.42798615309996,0.000608076474379105,0.0280579485346823,"DOWN",97160867,97183247,"-",36.71,3909,1659,"RIO kinase 2"
"TNPO1","5",5087.35695284764,-0.627268854431676,0.136450310273701,-4.59704967451856,4.28515483203786e-06,0.00179300287859413,"DOWN",72816312,72916733,"+",37.25,11040,2613,"transportin 1"
"TICAM2-AS1","5",115.871931844289,-0.645949733832115,0.193114044670554,-3.3449132865198,0.000823082994408515,0.0334011498368529,"DOWN",115602057,115623897,"+",36.12,564,NA,"TICAM2 antisense RNA 1"
"VCAN","5",17892.5870801028,-0.672520405126699,0.202553784942695,-3.32020655806044,0.000899508672352632,0.0353173973206506,"DOWN",83471618,83582303,"+",37.18,12345,10191,"versican"
"STK32A","5",699.730619788669,-0.683699745418563,0.195146685592635,-3.50351707661474,0.000459157214529886,0.024277511980155,"DOWN",147234963,147387855,"+",38.55,2063,NA,"serine/threonine kinase 32A"
"DCTN4","5",3193.17982989867,-0.684039353552815,0.209582381916025,-3.26382087701863,0.00109920635498767,0.038585493326171,"DOWN",150706840,150759095,"-",38.98,5755,1404,"dynactin subunit 4"
"EMB","5",395.964755550545,-0.693729484460507,0.183757377332446,-3.77524698344731,0.000159849202805802,0.0136611760390852,"DOWN",50396192,50443248,"-",36.85,4202,984,"embigin"
"C5orf15","5",812.420995294326,-0.7486419881454,0.217817789495653,-3.43701030975866,0.000588173214897376,0.0276750635235901,"DOWN",133955510,133968674,"-",39.76,2188,798,"chromosome 5 open reading frame 15"
"RIMOC1","5",1390.82607145105,-0.780715937909081,0.208550732741,-3.74353006411469,0.000181452880059851,0.0147269105943878,"DOWN",41904188,41921636,"+",36.01,563,NA,"RAB7A interacting MON1-CCZ1 complex subunit 1"
"BTF3","5",3084.83348840362,-0.795746348410871,0.239136401851922,-3.32758351404657,0.000876027270657382,0.0346542878096295,"DOWN",73498408,73505667,"+",38.61,897,489,"basic transcription factor 3"
"EEF1A1P13","5",55.1485592922155,-0.879395661586476,0.234322524123918,-3.75292842578557,0.000174780770410334,0.0144274665977622,"DOWN",14651941,14653329,"-",47.73,1389,NA,"eukaryotic translation elongation factor 1 alpha 1 pseudogene 13"
"LIX1","5",2324.42965254097,-0.948363558504887,0.276827143402009,-3.42583298317561,0.00061291714150591,0.0280579485346823,"DOWN",97091867,97142753,"-",39.26,3765,849,"limb and CNS expressed 1"
"EDIL3","5",14314.2734727111,-1.00151096940126,0.28725124342382,-3.4865331041356,0.000489324818387965,0.0255060561584727,"DOWN",83940554,84384880,"-",35.47,4814,1443,"EGF like repeats and discoidin domains 3"
"GAPT","5",45.4675701294165,-1.11722029999518,0.356628286239103,-3.13273047344914,0.00173188397540422,0.0481463745162372,"DOWN",58491435,58497090,"+",35.7,3016,474,"GRB2 binding adaptor protein, transmembrane"
"CAPSL","5",81.0017654407503,-2.45116854058587,0.697023683842173,-3.51662159752507,0.000437076406199552,0.0237781367469396,"DOWN",35904288,35938779,"-",41.69,1004,627,"calcyphosine like"
"GRM4","6",615.446390755073,1.47560208108189,0.361878952807965,4.07761233316305,4.55005484271244e-05,0.00668265413987124,"UP",34018643,34155622,"-",56,7368,2739,"glutamate metabotropic receptor 4"
"ENSG00000235008","6",170.284378690872,1.08411514175875,0.29389018299944,3.6888443523165,0.000225274975437017,0.0165868869886867,"UP",166701094,166702839,"-",47.54,1746,NA,"IGF-II mRNA-binding protein 3 (KOC1) pseudogene"
"ENSG00000216906","6",51.9947399465095,1.01889386527665,0.32668861357214,3.118853314585,0.00181556322716008,0.0495053125277269,"UP",149904243,149906418,"+",58.18,2176,NA,"multimerin 2 (MMRN2) pseudogene"
"TTBK1","6",5967.07387400095,0.703799100397823,0.215815330240495,3.26111726916499,0.00110974134142775,0.0387864220863751,"UP",43243481,43288258,"+",56.24,7130,3966,"tau tubulin kinase 1"
"PEX6","6",1879.85255109731,0.602807072798689,0.193437075207754,3.11629542656839,0.00183138699731684,0.0495457784307664,"UP",42963865,42979181,"-",51.99,3444,2943,"peroxisomal biogenesis factor 6"
"STK19","6",545.704924266142,0.512353038029462,0.162151783682507,3.15971262476304,0.0015792482184801,0.0459082901588459,"UP",31971091,31982821,"+",53.1,1889,765,"serine/threonine kinase 19"
"EHMT2","6",4241.70475526908,0.490688809089936,0.103306499858319,4.74983480964796,2.03582878937072e-06,0.00129575144999264,"UP",31879759,31897698,"-",53.84,1517,NA,"euchromatic histone lysine methyltransferase 2"
"PHF10","6",3311.42503303228,-0.439230764679496,0.130377643834318,-3.36891166124817,0.000754656112635868,0.032021250421423,"DOWN",169703902,169725566,"-",39.49,2167,1497,"PHD finger protein 10"
"RNF146","6",2479.35396490545,-0.477127820404324,0.146460529797903,-3.25772289000114,0.00112310020089695,0.0389034835948176,"DOWN",127266726,127288567,"+",36.4,884,NA,"ring finger protein 146"
"NUP153","6",2363.64491678418,-0.490018877104884,0.149212583018612,-3.28403186374545,0.00102333351780484,0.0374850850494741,"DOWN",17615035,17706925,"-",40.21,6026,4428,"nucleoporin 153"
"AIG1","6",1509.36130831986,-0.505228008280783,0.161042722571289,-3.13722967554236,0.00170552466873037,0.047996252403002,"DOWN",143060496,143341058,"+",39.66,727,578,"androgen induced 1"
"TMEM14B","6",571.880073731781,-0.51953974693243,0.133741423149393,-3.88465843041082,0.000102473852832303,0.0105915923273593,"DOWN",10747759,10852753,"+",42.53,888,312,"transmembrane protein 14B"
"FBXO30","6",1923.96662393322,-0.543713509318563,0.171341829101838,-3.17326780138086,0.00150733418615006,0.0451192879037443,"DOWN",145793502,145814795,"-",35.27,9051,2238,"F-box protein 30"
"FAM229B","6",1034.87704712704,-0.544219364655396,0.164982824021722,-3.29864255798982,0.000971535348366714,0.0369592527212805,"DOWN",112087591,112102790,"+",36.13,2551,243,"family with sequence similarity 229 member B"
"C6orf62","6",3404.04766725959,-0.569238991533945,0.13990667003706,-4.0687051688326,4.72751222467316e-05,0.00684668327340988,"DOWN",24704861,24720825,"-",40.3,2452,690,"chromosome 6 open reading frame 62"
"DYNLT1","6",403.295854025636,-0.59868515804506,0.134965083566046,-4.4358521643273,9.17087716393177e-06,0.00284367737290838,"DOWN",158636474,158644743,"-",45.31,2891,NA,"dynein light chain Tctex-type 1"
"ECI2","6",874.06626380227,-0.614897727207009,0.180127211079167,-3.41368593630619,0.000640904092867292,0.0288120936618742,"DOWN",4115693,4135597,"-",41.7,1405,1095,"enoyl-CoA delta isomerase 2"
"SNHG32","6",358.918291231086,-0.644120557048035,0.186331754892564,-3.45684801508699,0.000546532998057714,0.0265964730201687,"DOWN",31822094,31839766,"+",49.73,827,NA,"small nucleolar RNA host gene 32"
"GLO1","6",1843.49236403805,-0.656572516882604,0.209347114700991,-3.13628643901008,0.00171102000895276,0.047996252403002,"DOWN",38675925,38703145,"-",39.8,2016,555,"glyoxalase I"
"NUP43","6",627.661916130487,-0.670795687219286,0.162106698489867,-4.13798870415718,3.50363615736199e-05,0.00596753127478571,"DOWN",149724315,149749665,"-",43.95,3831,1143,"nucleoporin 43"
"FUCA2","6",604.951817897932,-0.694975267272257,0.217798152511173,-3.19091442814973,0.00141823278635174,0.0436794081397751,"DOWN",143494812,143511720,"-",39.72,2385,1404,"alpha-L-fucosidase 2"
"OGFRL1","6",15840.0546745233,-0.709213139267954,0.186475538765612,-3.80325024913531,0.000142809962389328,0.0130833399634405,"DOWN",71288811,71309059,"+",36.15,8492,1356,"opioid growth factor receptor like 1"
"LMBRD1","6",2760.59230782112,-0.750514313078751,0.227201481215117,-3.30329850432689,0.000955546127071024,0.0366015126640835,"DOWN",69672757,69867236,"-",35.47,704,367,"LMBR1 domain containing 1"
"CD109","6",852.012647816722,-0.813581982229594,0.257296571148593,-3.16203973724834,0.00156668183762818,0.0458522929723255,"DOWN",73695785,73828316,"+",38.58,9031,4338,"CD109 molecule"
"YWHAZP4","6",84.5159440664158,-0.855004177416047,0.252490189511795,-3.38628672689918,0.000708453199270234,0.0306523239312162,"DOWN",127355756,127356789,"+",46.71,708,NA,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 4"
"ADGRG6","6",266.355440994817,-0.86931384476602,0.271698401123668,-3.19955451033493,0.00137640156386544,0.043233309381363,"DOWN",142301854,142446266,"+",35.7,7026,3666,"adhesion G protein-coupled receptor G6"
"EEF1A1","6",31863.3251343959,-0.901365407725192,0.22695247723749,-3.97160418205955,7.13902672479128e-05,0.0087646954500407,"DOWN",73489308,73525587,"-",42.73,5132,1131,"eukaryotic translation elongation factor 1 alpha 1"
"ENSG00000230882","7",49.6763106641403,2.33260538215586,0.596644621878074,3.90953893929933,9.24724489729504e-05,0.00990610395346029,"UP",76071469,76074963,"-",68.35,3495,NA,"hypothetical protein LOC285908 (LOC285908) pseudogene"
"ENSG00000176349","7",72.549623949744,1.59787264235986,0.373761654450619,4.27511121949771,1.9104190181259e-05,0.00417104537116961,"UP",1812093,1849931,"+",55.15,2967,NA,"novel transcript, antisense to MAD1L1"
